Tabla Variable u
  Vivienda    Material    Variante    Trabajador    Maquina       Días
         4           4           7            29          2   0
         4           4           7            29          3   0
         4           4           7            30          1   0
         4           4           7            30          2   0
         4           4           7            30          3   0
         4           5           1             1          1   0
         4           5           1             1          2   0
         4           5           1             1          3   0
         4           5           1             2          1   0
         4           5           1             2          2   0
         4           5           1             2          3   0
         4           5           1             3          1   0
         4           5           1             3          2   0
         4           5           1             3          3   0
         4           5           1             4          1   0
         4           5           1             4          2   0
         4           5           1             4          3   0
         4           5           1             5          1   0
         4           5           1             5          2   0
         4           5           1             5          3   0
         4           5           1             6          1   0
         4           5           1             6          2   0
         4           5           1             6          3   0
         4           5           1             7          1   0
         4           5           1             7          2   0
         4           5           1             7          3   0
         4           5           1             8          1   0
         4           5           1             8          2   0
         4           5           1             8          3   0
         4           5           1             9          1   0
         4           5           1             9          2   0
         4           5           1             9          3   0
         4           5           1            10          1   0
         4           5           1            10          2   0
         4           5           1            10          3   0
         4           5           1            11          1   0
         4           5           1            11          2   0
         4           5           1            11          3   0
         4           5           1            12          1   0
         4           5           1            12          2   0
         4           5           1            12          3   0
         4           5           1            13          1   0
         4           5           1            13          2   0
         4           5           1            13          3   0
         4           5           1            14          1   0
         4           5           1            14          2   0
         4           5           1            14          3   0
         4           5           1            15          1   0
         4           5           1            15          2   0
         4           5           1            15          3   0
         4           5           1            16          1   0
         4           5           1            16          2   0
         4           5           1            16          3   0
         4           5           1            17          1   0
         4           5           1            17          2   0
         4           5           1            17          3   0
         4           5           1            18          1   0
         4           5           1            18          2   0
         4           5           1            18          3   0
         4           5           1            19          1   0
         4           5           1            19          2   0
         4           5           1            19          3   0
         4           5           1            20          1   0
         4           5           1            20          2   0
         4           5           1            20          3   0
         4           5           1            21          1   0
         4           5           1            21          2   0
         4           5           1            21          3   0
         4           5           1            22          1   0
         4           5           1            22          2   0
         4           5           1            22          3   0
         4           5           1            23          1   0
         4           5           1            23          2   0
         4           5           1            23          3   0
         4           5           1            24          1   0
         4           5           1            24          2   0
         4           5           1            24          3   0
         4           5           1            25          1   0
         4           5           1            25          2   0
         4           5           1            25          3   0
         4           5           1            26          1   0
         4           5           1            26          2   0
         4           5           1            26          3   0
         4           5           1            27          1   0
         4           5           1            27          2   0
         4           5           1            27          3   0
         4           5           1            28          1   0
         4           5           1            28          2   0
         4           5           1            28          3   0
         4           5           1            29          1   0
         4           5           1            29          2   0
         4           5           1            29          3   0
         4           5           1            30          1   0
         4           5           1            30          2   0
         4           5           1            30          3   0
         4           5           2             1          1   0
         4           5           2             1          2   0
         4           5           2             1          3   0
         4           5           2             2          1   0
         4           5           2             2          2   0
         4           5           2             2          3   0
         4           5           2             3          1   0
         4           5           2             3          2   0
         4           5           2             3          3   0
         4           5           2             4          1   0
         4           5           2             4          2   0
         4           5           2             4          3   0
         4           5           2             5          1   0
         4           5           2             5          2   0
         4           5           2             5          3   0
         4           5           2             6          1   0
         4           5           2             6          2   0
         4           5           2             6          3   0
         4           5           2             7          1   0
         4           5           2             7          2   0
         4           5           2             7          3   0
         4           5           2             8          1   0
         4           5           2             8          2   0
         4           5           2             8          3   0
         4           5           2             9          1   0
         4           5           2             9          2   0
         4           5           2             9          3   0
         4           5           2            10          1   0
         4           5           2            10          2   0
         4           5           2            10          3   0
         4           5           2            11          1   0
         4           5           2            11          2   0
         4           5           2            11          3   0
         4           5           2            12          1   0
         4           5           2            12          2   0
         4           5           2            12          3   0
         4           5           2            13          1   0
         4           5           2            13          2   0
         4           5           2            13          3   0
         4           5           2            14          1   0
         4           5           2            14          2   0
         4           5           2            14          3   0
         4           5           2            15          1   0
         4           5           2            15          2   0
         4           5           2            15          3   0
         4           5           2            16          1   0
         4           5           2            16          2   0
         4           5           2            16          3   0
         4           5           2            17          1   0
         4           5           2            17          2   0
         4           5           2            17          3   0
         4           5           2            18          1   0
         4           5           2            18          2   0
         4           5           2            18          3   0
         4           5           2            19          1   0
         4           5           2            19          2   0
         4           5           2            19          3   0
         4           5           2            20          1   0
         4           5           2            20          2   0
         4           5           2            20          3   0
         4           5           2            21          1   0
         4           5           2            21          2   0
         4           5           2            21          3   0
         4           5           2            22          1   0
         4           5           2            22          2   0
         4           5           2            22          3   0
         4           5           2            23          1   0
         4           5           2            23          2   0
         4           5           2            23          3   0
         4           5           2            24          1   0
         4           5           2            24          2   0
         4           5           2            24          3   0
         4           5           2            25          1   0
         4           5           2            25          2   0
         4           5           2            25          3   0
         4           5           2            26          1   0
         4           5           2            26          2   0
         4           5           2            26          3   0
         4           5           2            27          1   0
         4           5           2            27          2   0
         4           5           2            27          3   0
         4           5           2            28          1   0
         4           5           2            28          2   0
         4           5           2            28          3   0
         4           5           2            29          1   0
         4           5           2            29          2   0
         4           5           2            29          3   0
         4           5           2            30          1   0
         4           5           2            30          2   0
         4           5           2            30          3   0
         4           5           3             1          1   0
         4           5           3             1          2   0
         4           5           3             1          3   0
         4           5           3             2          1   0
         4           5           3             2          2   0
         4           5           3             2          3  16.0209
         4           5           3             3          1   0
         4           5           3             3          2   0
         4           5           3             3          3   0
         4           5           3             4          1   0
         4           5           3             4          2   0
         4           5           3             4          3   0
         4           5           3             5          1   0
         4           5           3             5          2   0
         4           5           3             5          3   0
         4           5           3             6          1   0
         4           5           3             6          2   0
         4           5           3             6          3   0
         4           5           3             7          1   0
         4           5           3             7          2   0
         4           5           3             7          3   0
         4           5           3             8          1   0
         4           5           3             8          2   0
         4           5           3             8          3   0
         4           5           3             9          1   0
         4           5           3             9          2   0
         4           5           3             9          3   0
         4           5           3            10          1   0
         4           5           3            10          2   0
         4           5           3            10          3   0
         4           5           3            11          1   0
         4           5           3            11          2   0
         4           5           3            11          3   0
         4           5           3            12          1   0
         4           5           3            12          2   0
         4           5           3            12          3   0
         4           5           3            13          1   0
         4           5           3            13          2   0
         4           5           3            13          3   0
         4           5           3            14          1   0
         4           5           3            14          2   0
         4           5           3            14          3   0
         4           5           3            15          1   0
         4           5           3            15          2   0
         4           5           3            15          3   0
         4           5           3            16          1   0
         4           5           3            16          2   0
         4           5           3            16          3   0
         4           5           3            17          1   0
         4           5           3            17          2   0
         4           5           3            17          3   0
         4           5           3            18          1   0
         4           5           3            18          2   0
         4           5           3            18          3   0
         4           5           3            19          1   0
         4           5           3            19          2   0
         4           5           3            19          3   0
         4           5           3            20          1   0
         4           5           3            20          2   0
         4           5           3            20          3   0
         4           5           3            21          1   0
         4           5           3            21          2   0
         4           5           3            21          3   0
         4           5           3            22          1   0
         4           5           3            22          2   0
         4           5           3            22          3   0
         4           5           3            23          1   0
         4           5           3            23          2   0
         4           5           3            23          3   0
         4           5           3            24          1   0
         4           5           3            24          2   0
         4           5           3            24          3   0
         4           5           3            25          1   0
         4           5           3            25          2   0
         4           5           3            25          3   0
         4           5           3            26          1   0
         4           5           3            26          2   0
         4           5           3            26          3   0
         4           5           3            27          1   0
         4           5           3            27          2   0
         4           5           3            27          3   0
         4           5           3            28          1   0
         4           5           3            28          2   0
         4           5           3            28          3   0
         4           5           3            29          1   0
         4           5           3            29          2   0
         4           5           3            29          3   0
         4           5           3            30          1   0
         4           5           3            30          2   0
         4           5           3            30          3   0
         4           5           4             1          1   0
         4           5           4             1          2   0
         4           5           4             1          3   0
         4           5           4             2          1   0
         4           5           4             2          2   0
         4           5           4             2          3   0
         4           5           4             3          1   0
         4           5           4             3          2   0
         4           5           4             3          3   0
         4           5           4             4          1   0
         4           5           4             4          2   0
         4           5           4             4          3   0
         4           5           4             5          1   0
         4           5           4             5          2   0
         4           5           4             5          3   0
         4           5           4             6          1   0
         4           5           4             6          2   0
         4           5           4             6          3   0
         4           5           4             7          1   0
         4           5           4             7          2   0
         4           5           4             7          3   0
         4           5           4             8          1   0
         4           5           4             8          2   0
         4           5           4             8          3   0
         4           5           4             9          1   0
         4           5           4             9          2   0
         4           5           4             9          3   0
         4           5           4            10          1   0
         4           5           4            10          2   0
         4           5           4            10          3   0
         4           5           4            11          1   0
         4           5           4            11          2   0
         4           5           4            11          3   0
         4           5           4            12          1   0
         4           5           4            12          2   0
         4           5           4            12          3   0
         4           5           4            13          1   0
         4           5           4            13          2   0
         4           5           4            13          3   0
         4           5           4            14          1   0
         4           5           4            14          2   0
         4           5           4            14          3   0
         4           5           4            15          1   0
         4           5           4            15          2   0
         4           5           4            15          3   0
         4           5           4            16          1   0
         4           5           4            16          2   0
         4           5           4            16          3   0
         4           5           4            17          1   0
         4           5           4            17          2   0
         4           5           4            17          3   0
         4           5           4            18          1   0
         4           5           4            18          2   0
         4           5           4            18          3   0
         4           5           4            19          1   0
         4           5           4            19          2   0
         4           5           4            19          3   0
         4           5           4            20          1   0
         4           5           4            20          2   0
         4           5           4            20          3   0
         4           5           4            21          1   0
         4           5           4            21          2   0
         4           5           4            21          3   0
         4           5           4            22          1   0
         4           5           4            22          2   0
         4           5           4            22          3   0
         4           5           4            23          1   0
         4           5           4            23          2   0
         4           5           4            23          3   0
         4           5           4            24          1   0
         4           5           4            24          2   0
         4           5           4            24          3   0
         4           5           4            25          1   0
         4           5           4            25          2   0
         4           5           4            25          3   0
         4           5           4            26          1   0
         4           5           4            26          2   0
         4           5           4            26          3   0
         4           5           4            27          1   0
         4           5           4            27          2   0
         4           5           4            27          3   0
         4           5           4            28          1   0
         4           5           4            28          2   0
         4           5           4            28          3   0
         4           5           4            29          1   0
         4           5           4            29          2   0
         4           5           4            29          3   0
         4           5           4            30          1   0
         4           5           4            30          2   0
         4           5           4            30          3   0
         4           6           1             1          1   0
         4           6           1             1          2   0
         4           6           1             1          3   0
         4           6           1             2          1   0
         4           6           1             2          2   0
         4           6           1             2          3   0
         4           6           1             3          1   0
         4           6           1             3          2   0
         4           6           1             3          3   0
         4           6           1             4          1   0
         4           6           1             4          2   0
         4           6           1             4          3   0
         4           6           1             5          1   0
         4           6           1             5          2   0
         4           6           1             5          3   0
         4           6           1             6          1   0
         4           6           1             6          2   0
         4           6           1             6          3   0
         4           6           1             7          1   0
         4           6           1             7          2   0
         4           6           1             7          3   0
         4           6           1             8          1   0
         4           6           1             8          2   0
         4           6           1             8          3   0
         4           6           1             9          1   0
         4           6           1             9          2   0
         4           6           1             9          3   0
         4           6           1            10          1   0
         4           6           1            10          2   0
         4           6           1            10          3   0
         4           6           1            11          1   0
         4           6           1            11          2   0
         4           6           1            11          3   0
         4           6           1            12          1   0
         4           6           1            12          2   0
         4           6           1            12          3   0
         4           6           1            13          1   0
         4           6           1            13          2   0
         4           6           1            13          3   0
         4           6           1            14          1   0
         4           6           1            14          2   0
         4           6           1            14          3   0
         4           6           1            15          1   0
         4           6           1            15          2   0
         4           6           1            15          3   0
         4           6           1            16          1   0
         4           6           1            16          2   0
         4           6           1            16          3   0
         4           6           1            17          1   0
         4           6           1            17          2   0
         4           6           1            17          3   0
         4           6           1            18          1   0
         4           6           1            18          2   0
         4           6           1            18          3   0
         4           6           1            19          1   0
         4           6           1            19          2   0
         4           6           1            19          3   0
         4           6           1            20          1   0
         4           6           1            20          2   0
         4           6           1            20          3   0
         4           6           1            21          1   0
         4           6           1            21          2   0
         4           6           1            21          3   0
         4           6           1            22          1   0
         4           6           1            22          2   0
         4           6           1            22          3   0
         4           6           1            23          1   0
         4           6           1            23          2   0
         4           6           1            23          3   0
         4           6           1            24          1   0
         4           6           1            24          2   0
         4           6           1            24          3   0
         4           6           1            25          1   0
         4           6           1            25          2   0
         4           6           1            25          3   0
         4           6           1            26          1   0
         4           6           1            26          2   0
         4           6           1            26          3   0
         4           6           1            27          1   0
         4           6           1            27          2   0
         4           6           1            27          3   0
         4           6           1            28          1   0
         4           6           1            28          2   0
         4           6           1            28          3   0
         4           6           1            29          1   0
         4           6           1            29          2   0
         4           6           1            29          3   0
         4           6           1            30          1   0
         4           6           1            30          2   0
         4           6           1            30          3   0
         4           6           2             1          1   0
         4           6           2             1          2   0
         4           6           2             1          3   0
         4           6           2             2          1   0
         4           6           2             2          2   0
         4           6           2             2          3   0
         4           6           2             3          1   0
         4           6           2             3          2   0
         4           6           2             3          3   0
         4           6           2             4          1   0
         4           6           2             4          2   0
         4           6           2             4          3   0
         4           6           2             5          1   0
         4           6           2             5          2   0
         4           6           2             5          3   0
         4           6           2             6          1   0
         4           6           2             6          2   0
         4           6           2             6          3   0
         4           6           2             7          1   0
         4           6           2             7          2   0
         4           6           2             7          3   0
         4           6           2             8          1   0
         4           6           2             8          2   0
         4           6           2             8          3   0
         4           6           2             9          1   0
         4           6           2             9          2   0
         4           6           2             9          3   0
         4           6           2            10          1   0
         4           6           2            10          2   0
         4           6           2            10          3   0
         4           6           2            11          1   0
         4           6           2            11          2   0
         4           6           2            11          3   0
         4           6           2            12          1   0
         4           6           2            12          2   0
         4           6           2            12          3   0
         4           6           2            13          1   0
         4           6           2            13          2   0
         4           6           2            13          3   0
         4           6           2            14          1   0
         4           6           2            14          2   0
         4           6           2            14          3   0
         4           6           2            15          1   0
         4           6           2            15          2   0
         4           6           2            15          3   0
         4           6           2            16          1   0
         4           6           2            16          2   0
         4           6           2            16          3   0
         4           6           2            17          1   0
         4           6           2            17          2   0
         4           6           2            17          3   0
         4           6           2            18          1   0
         4           6           2            18          2   0
         4           6           2            18          3   0
         4           6           2            19          1   0
         4           6           2            19          2   0
         4           6           2            19          3   0
         4           6           2            20          1   0
         4           6           2            20          2   0
         4           6           2            20          3   0
         4           6           2            21          1   0
         4           6           2            21          2   0
         4           6           2            21          3   0
         4           6           2            22          1   0
         4           6           2            22          2   0
         4           6           2            22          3   0
         4           6           2            23          1   0
         4           6           2            23          2   0
         4           6           2            23          3   0
         4           6           2            24          1   0
         4           6           2            24          2   0
         4           6           2            24          3   0
         4           6           2            25          1   0
         4           6           2            25          2   0
         4           6           2            25          3   0
         4           6           2            26          1   0
         4           6           2            26          2   0
         4           6           2            26          3   0
         4           6           2            27          1   0
         4           6           2            27          2   0
         4           6           2            27          3   0
         4           6           2            28          1   0
         4           6           2            28          2   0
         4           6           2            28          3   0
         4           6           2            29          1   0
         4           6           2            29          2   0
         4           6           2            29          3   0
         4           6           2            30          1   0
         4           6           2            30          2   0
         4           6           2            30          3   0
         4           6           3             1          1   0
         4           6           3             1          2   0
         4           6           3             1          3   0
         4           6           3             2          1   0
         4           6           3             2          2   0
         4           6           3             2          3  19.1921
         4           6           3             3          1   0
         4           6           3             3          2   0
         4           6           3             3          3   0
         4           6           3             4          1   0
         4           6           3             4          2   0
         4           6           3             4          3   0
         4           6           3             5          1   0
         4           6           3             5          2   0
         4           6           3             5          3   0
         4           6           3             6          1   0
         4           6           3             6          2   0
         4           6           3             6          3   0
         4           6           3             7          1   0
         4           6           3             7          2   0
         4           6           3             7          3   0
         4           6           3             8          1   0
         4           6           3             8          2   0
         4           6           3             8          3   0
         4           6           3             9          1   0
         4           6           3             9          2   0
         4           6           3             9          3   0
         4           6           3            10          1   0
         4           6           3            10          2   0
         4           6           3            10          3   0
         4           6           3            11          1   0
         4           6           3            11          2   0
         4           6           3            11          3   0
         4           6           3            12          1   0
         4           6           3            12          2   0
         4           6           3            12          3   0
         4           6           3            13          1   0
         4           6           3            13          2   0
         4           6           3            13          3   0
         4           6           3            14          1   0
         4           6           3            14          2   0
         4           6           3            14          3   0
         4           6           3            15          1   0
         4           6           3            15          2   0
         4           6           3            15          3   0
         4           6           3            16          1   0
         4           6           3            16          2   0
         4           6           3            16          3   0
         4           6           3            17          1   0
         4           6           3            17          2   0
         4           6           3            17          3   0
         4           6           3            18          1   0
         4           6           3            18          2   0
         4           6           3            18          3   0
         4           6           3            19          1   0
         4           6           3            19          2   0
         4           6           3            19          3   0
         4           6           3            20          1   0
         4           6           3            20          2   0
         4           6           3            20          3   0
         4           6           3            21          1   0
         4           6           3            21          2   0
         4           6           3            21          3   0
         4           6           3            22          1   0
         4           6           3            22          2   0
         4           6           3            22          3   0
         4           6           3            23          1   0
         4           6           3            23          2   0
         4           6           3            23          3   0
         4           6           3            24          1   0
         4           6           3            24          2   0
         4           6           3            24          3   0
         4           6           3            25          1   0
         4           6           3            25          2   0
         4           6           3            25          3   0
         4           6           3            26          1   0
         4           6           3            26          2   0
         4           6           3            26          3   0
         4           6           3            27          1   0
         4           6           3            27          2   0
         4           6           3            27          3   0
         4           6           3            28          1   0
         4           6           3            28          2   0
         4           6           3            28          3   0
         4           6           3            29          1   0
         4           6           3            29          2   0
         4           6           3            29          3   0
         4           6           3            30          1   0
         4           6           3            30          2   0
         4           6           3            30          3   0
         4           6           4             1          1   0
         4           6           4             1          2   0
         4           6           4             1          3   0
         4           6           4             2          1   0
         4           6           4             2          2   0
         4           6           4             2          3   0
         4           6           4             3          1   0
         4           6           4             3          2   0
         4           6           4             3          3   0
         4           6           4             4          1   0
         4           6           4             4          2   0
         4           6           4             4          3   0
         4           6           4             5          1   0
         4           6           4             5          2   0
         4           6           4             5          3   0
         4           6           4             6          1   0
         4           6           4             6          2   0
         4           6           4             6          3   0
         4           6           4             7          1   0
         4           6           4             7          2   0
         4           6           4             7          3   0
         4           6           4             8          1   0
         4           6           4             8          2   0
         4           6           4             8          3   0
         4           6           4             9          1   0
         4           6           4             9          2   0
         4           6           4             9          3   0
         4           6           4            10          1   0
         4           6           4            10          2   0
         4           6           4            10          3   0
         4           6           4            11          1   0
         4           6           4            11          2   0
         4           6           4            11          3   0
         4           6           4            12          1   0
         4           6           4            12          2   0
         4           6           4            12          3   0
         4           6           4            13          1   0
         4           6           4            13          2   0
         4           6           4            13          3   0
         4           6           4            14          1   0
         4           6           4            14          2   0
         4           6           4            14          3   0
         4           6           4            15          1   0
         4           6           4            15          2   0
         4           6           4            15          3   0
         4           6           4            16          1   0
         4           6           4            16          2   0
         4           6           4            16          3   0
         4           6           4            17          1   0
         4           6           4            17          2   0
         4           6           4            17          3   0
         4           6           4            18          1   0
         4           6           4            18          2   0
         4           6           4            18          3   0
         4           6           4            19          1   0
         4           6           4            19          2   0
         4           6           4            19          3   0
         4           6           4            20          1   0
         4           6           4            20          2   0
         4           6           4            20          3   0
         4           6           4            21          1   0
         4           6           4            21          2   0
         4           6           4            21          3   0
         4           6           4            22          1   0
         4           6           4            22          2   0
         4           6           4            22          3   0
         4           6           4            23          1   0
         4           6           4            23          2   0
